Date,Study,Semester,Program
2/5/2020,5,W20,CAGC
2/6/2020,4,W20,CAGC
2/7/2020,5,W20,CAGC
9/10/2019,1,F19,BAPG
9/11/2019,2,F19,BAPG
9/12/2019,4,F19,BAPG
9/13/2019,2,F19,BAPG
9/14/2019,3,F19,BAPG
9/15/2019,5,F19,BAPG
9/16/2019,1,F19,BAPG
9/17/2019,3,F19,BAPG
9/18/2019,2,F19,BAPG
9/19/2019,1,F19,BAPG
9/20/2019,4,F19,BAPG
9/21/2019,5,F19,BAPG
9/22/2019,6,F19,BAPG
9/23/2019,0,F19,BAPG
9/24/2019,1,F19,BAPG
9/25/2019,2,F19,BAPG
9/26/2019,0,F19,BAPG
9/27/2019,3,F19,BAPG
9/28/2019,2,F19,BAPG
9/29/2019,8,F19,BAPG
9/30/2019,2,F19,BAPG
10/1/2019,4,F19,BAPG
10/2/2019,0,F19,BAPG
10/3/2019,1,F19,BAPG
10/4/2019,3,F19,BAPG
10/5/2019,4,F19,BAPG
10/6/2019,5,F19,BAPG
10/7/2019,0,F19,BAPG
10/8/2019,2,F19,BAPG
10/9/2019,5,F19,BAPG
10/10/2019,1,F19,BAPG
10/11/2019,0,F19,BAPG
10/12/2019,5,F19,BAPG
10/13/2019,2,F19,BAPG
10/14/2019,0,F19,BAPG
10/15/2019,6,F19,BAPG
1/7/2020,2,W20,BAPG
1/8/2020,0,W20,BAPG
1/9/2020,0,W20,BAPG
1/10/2020,2,W20,BAPG
1/11/2020,1,W20,BAPG
1/12/2020,1,W20,BAPG
1/13/2020,0,W20,BAPG
1/14/2020,0,W20,BAPG
1/15/2020,0,W20,BAPG
1/16/2020,0,W20,BAPG
1/17/2020,5,W20,BAPG
1/18/2020,4,W20,BAPG
1/19/2020,5,W20,BAPG
1/20/2020,3,W20,BAPG
1/21/2020,2,W20,BAPG
1/22/2020,4,W20,BAPG
1/23/2020,2,W20,BAPG
1/24/2020,3,W20,BAPG
1/25/2020,0,W20,BAPG
1/26/2020,0,W20,BAPG
1/27/2020,2,W20,BAPG
1/28/2020,1,W20,BAPG
1/29/2020,3,W20,BAPG
1/30/2020,2,W20,BAPG
1/31/2020,3,W20,BAPG
2/1/2020,0,W20,BAPG
2/2/2020,1,W20,BAPG
2/3/2020,0,W20,BAPG
2/4/2020,0,W20,BAPG
2/5/2020,0,W20,BAPG
2/6/2020,0,W20,BAPG
2/7/2020,0,W20,BAPG
2/8/2020,0,W20,BAPG
2/9/2020,0,W20,BAPG
2/10/2020,0,W20,BAPG
9/10/2019,0,F19,BAPG
9/11/2019,0,F19,BAPG
9/12/2019,0,F19,BAPG
9/13/2019,0,F19,BAPG
9/14/2019,1,F19,BAPG
9/15/2019,1,F19,BAPG
9/16/2019,2,F19,BAPG
9/17/2019,3,F19,BAPG
9/18/2019,3,F19,BAPG
9/19/2019,2,F19,BAPG
9/20/2019,3,F19,BAPG
9/21/2019,1,F19,BAPG
9/22/2019,0,F19,BAPG
9/23/2019,4,F19,BAPG
9/24/2019,3,F19,BAPG
9/25/2019,2,F19,BAPG
9/26/2019,3,F19,BAPG
9/27/2019,5,F19,BAPG
9/28/2019,2,F19,BAPG
9/29/2019,0,F19,BAPG
9/30/2019,4,F19,BAPG
10/1/2019,6,F19,BAPG
10/2/2019,0,F19,BAPG
10/3/2019,2,F19,BAPG
10/4/2019,3,F19,BAPG
10/5/2019,3,F19,BAPG
10/6/2019,7,F19,BAPG
10/7/2019,8,F19,BAPG
10/8/2019,2,F19,BAPG
10/9/2019,4,F19,BAPG
10/10/2019,3,F19,BAPG
10/11/2019,5,F19,BAPG
10/12/2019,8,F19,BAPG
10/13/2019,2,F19,BAPG
10/14/2019,8,F19,BAPG
10/15/2019,6,F19,BAPG
10/16/2019,3,F19,BAPG
10/17/2019,3,F19,BAPG
10/18/2019,5,F19,BAPG
10/19/2019,3,F19,BAPG
10/20/2019,2,F19,BAPG
10/21/2019,3,F19,BAPG
10/22/2019,7,F19,BAPG
10/23/2019,2,F19,BAPG
10/24/2019,4,F19,BAPG
10/25/2019,6,F19,BAPG
10/26/2019,3,F19,BAPG
10/27/2019,2,F19,BAPG
10/28/2019,2,F19,BAPG
10/29/2019,3,F19,BAPG
10/30/2019,6,F19,BAPG
10/31/2019,5,F19,BAPG
1/7/2020,2,W20,BAPG
1/8/2020,3,W20,BAPG
1/9/2020,3,W20,BAPG
1/10/2020,4,W20,BAPG
1/11/2020,2,W20,BAPG
1/12/2020,3,W20,BAPG
1/13/2020,2,W20,BAPG
1/14/2020,3,W20,BAPG
1/15/2020,5,W20,BAPG
1/16/2020,5,W20,BAPG
1/17/2020,5,W20,BAPG
1/18/2020,7,W20,BAPG
1/19/2020,8,W20,BAPG
1/20/2020,3,W20,BAPG
1/21/2020,4,W20,BAPG
1/22/2020,4,W20,BAPG
1/23/2020,5,W20,BAPG
1/24/2020,5,W20,BAPG
1/25/2020,5,W20,BAPG
1/26/2020,5,W20,BAPG
1/27/2020,6,W20,BAPG
1/28/2020,4,W20,BAPG
1/29/2020,4,W20,BAPG
1/30/2020,5,W20,BAPG
1/31/2020,4,W20,BAPG
2/1/2020,5,W20,BAPG
2/2/2020,5,W20,BAPG
2/3/2020,6,W20,BAPG
2/4/2020,5,W20,BAPG
2/5/2020,4,W20,BAPG
2/6/2020,3,W20,BAPG
2/7/2020,4,W20,BAPG
9/10/2019,0,F19,BAPG
9/11/2019,3.5,F19,BAPG
9/12/2019,3,F19,BAPG
9/13/2019,10.5,F19,BAPG
9/14/2019,3,F19,BAPG
9/15/2019,6,F19,BAPG
9/16/2019,10,F19,BAPG
9/17/2019,8,F19,BAPG
9/18/2019,5,F19,BAPG
9/19/2019,4,F19,BAPG
9/20/2019,10,F19,BAPG
9/21/2019,4.5,F19,BAPG
9/22/2019,5,F19,BAPG
9/23/2019,8,F19,BAPG
9/24/2019,6,F19,BAPG
9/25/2019,5,F19,BAPG
9/26/2019,4,F19,BAPG
9/27/2019,8,F19,BAPG
9/28/2019,3,F19,BAPG
9/29/2019,5.5,F19,BAPG
9/30/2019,6.5,F19,BAPG
10/1/2019,7,F19,BAPG
10/2/2019,5,F19,BAPG
10/3/2019,6,F19,BAPG
10/4/2019,8,F19,BAPG
10/5/2019,3,F19,BAPG
10/6/2019,4,F19,BAPG
10/7/2019,9,F19,BAPG
10/8/2019,6,F19,BAPG
10/9/2019,4.5,F19,BAPG
10/10/2019,5,F19,BAPG
10/11/2019,10,F19,BAPG
10/12/2019,6.5,F19,BAPG
10/13/2019,9,F19,BAPG
10/14/2019,3.5,F19,BAPG
10/15/2019,3,F19,BAPG
10/16/2019,4.5,F19,BAPG
10/17/2019,5,F19,BAPG
10/18/2019,5.5,F19,BAPG
10/19/2019,6.5,F19,BAPG
10/20/2019,5,F19,BAPG
10/21/2019,5,F19,BAPG
10/22/2019,4.5,F19,BAPG
10/23/2019,4.5,F19,BAPG
10/24/2019,5,F19,BAPG
10/25/2019,6,F19,BAPG
10/26/2019,5,F19,BAPG
10/27/2019,5,F19,BAPG
10/28/2019,4,F19,BAPG
10/29/2019,4,F19,BAPG
10/30/2019,5,F19,BAPG
10/31/2019,5,F19,BAPG
11/1/2019,4,F19,BAPG
11/2/2019,4,F19,BAPG
11/3/2019,3,F19,BAPG
11/4/2019,7.5,F19,BAPG
11/5/2019,4,F19,BAPG
11/6/2019,3.5,F19,BAPG
11/7/2019,5,F19,BAPG
11/8/2019,4.5,F19,BAPG
11/9/2019,5.5,F19,BAPG
11/10/2019,5,F19,BAPG
11/11/2019,4,F19,BAPG
11/12/2019,4.5,F19,BAPG
11/13/2019,3,F19,BAPG
11/14/2019,5,F19,BAPG
11/15/2019,5,F19,BAPG
11/16/2019,5,F19,BAPG
11/17/2019,4.5,F19,BAPG
11/18/2019,3,F19,BAPG
11/19/2019,4,F19,BAPG
11/20/2019,4.5,F19,BAPG
11/21/2019,3,F19,BAPG
11/22/2019,3,F19,BAPG
11/23/2019,5,F19,BAPG
11/24/2019,5,F19,BAPG
11/25/2019,5.5,F19,BAPG
11/26/2019,4,F19,BAPG
11/27/2019,4.5,F19,BAPG
11/28/2019,3,F19,BAPG
11/29/2019,3,F19,BAPG
11/30/2019,5,F19,BAPG
12/1/2019,5,F19,BAPG
12/2/2019,5.5,F19,BAPG
12/3/2019,4,F19,BAPG
12/4/2019,4.5,F19,BAPG
12/5/2019,6,F19,BAPG
12/6/2019,5,F19,BAPG
12/7/2019,4,F19,BAPG
12/8/2019,3.3,F19,BAPG
12/9/2019,7,F19,BAPG
12/10/2019,6,F19,BAPG
1/8/2020,0,W20,BAPG
1/9/2020,2,W20,BAPG
1/10/2020,2,W20,BAPG
1/11/2020,0,W20,BAPG
1/12/2020,1,W20,BAPG
1/13/2020,5,W20,BAPG
1/14/2020,2,W20,BAPG
1/15/2020,3,W20,BAPG
1/16/2020,2,W20,BAPG
1/17/2020,3,W20,BAPG
1/18/2020,0,W20,BAPG
1/19/2020,2,W20,BAPG
1/20/2020,6,W20,BAPG
1/21/2020,5,W20,BAPG
1/22/2020,6.5,W20,BAPG
1/23/2020,6,W20,BAPG
1/24/2020,7,W20,BAPG
1/25/2020,6.5,W20,BAPG
1/26/2020,7,W20,BAPG
1/27/2020,3,W20,BAPG
1/28/2020,3,W20,BAPG
1/29/2020,3,W20,BAPG
1/30/2020,2,W20,BAPG
1/31/2020,3,W20,BAPG
2/1/2020,0,W20,BAPG
2/2/2020,4,W20,BAPG
2/3/2020,5,W20,BAPG
2/4/2020,5,W20,BAPG
2/5/2020,10,W20,BAPG
2/6/2020,10,W20,BAPG
2/7/2020,5,W20,BAPG
2/8/2020,0,W20,BAPG
2/9/2020,3,W20,BAPG
2/10/2020,10,W20,BAPG
9/10/2019,2,F19,BAPG
9/11/2019,2,F19,BAPG
9/12/2019,2,F19,BAPG
9/13/2019,2,F19,BAPG
9/14/2019,2,F19,BAPG
9/15/2019,2,F19,BAPG
9/16/2019,2,F19,BAPG
9/17/2019,2,F19,BAPG
9/18/2019,2,F19,BAPG
9/19/2019,2,F19,BAPG
9/20/2019,2,F19,BAPG
9/21/2019,2,F19,BAPG
9/22/2019,2,F19,BAPG
9/23/2019,3,F19,BAPG
9/24/2019,3,F19,BAPG
9/25/2019,3,F19,BAPG
9/26/2019,3,F19,BAPG
9/27/2019,3,F19,BAPG
9/28/2019,3,F19,BAPG
9/29/2019,3,F19,BAPG
9/30/2019,3,F19,BAPG
10/1/2019,3,F19,BAPG
10/2/2019,3,F19,BAPG
10/3/2019,3,F19,BAPG
10/4/2019,3,F19,BAPG
10/5/2019,4,F19,BAPG
10/6/2019,4,F19,BAPG
10/7/2019,4,F19,BAPG
10/8/2019,4,F19,BAPG
10/9/2019,4,F19,BAPG
10/10/2019,4,F19,BAPG
10/11/2019,4,F19,BAPG
10/12/2019,4,F19,BAPG
10/13/2019,2,F19,BAPG
10/14/2019,2,F19,BAPG
10/15/2019,2,F19,BAPG
10/16/2019,3,F19,BAPG
10/17/2019,3,F19,BAPG
10/18/2019,3,F19,BAPG
10/19/2019,3,F19,BAPG
10/20/2019,3,F19,BAPG
10/21/2019,2,F19,BAPG
10/22/2019,2,F19,BAPG
10/23/2019,2,F19,BAPG
10/24/2019,2,F19,BAPG
10/25/2019,2,F19,BAPG
10/26/2019,2,F19,BAPG
10/27/2019,2,F19,BAPG
10/28/2019,2,F19,BAPG
10/29/2019,2,F19,BAPG
10/30/2019,2,F19,BAPG
10/31/2019,2,F19,BAPG
1/1/2020,4,W20,BAPG
1/2/2020,4,W20,BAPG
1/3/2020,4,W20,BAPG
1/4/2020,4,W20,BAPG
1/5/2020,4,W20,BAPG
1/6/2020,4,W20,BAPG
1/7/2020,4,W20,BAPG
1/8/2020,4,W20,BAPG
1/9/2020,4,W20,BAPG
1/10/2020,4,W20,BAPG
1/11/2020,4,W20,BAPG
1/12/2020,4,W20,BAPG
1/13/2020,4,W20,BAPG
1/14/2020,4,W20,BAPG
1/15/2020,4,W20,BAPG
1/16/2020,4,W20,BAPG
1/17/2020,3,W20,BAPG
1/18/2020,3,W20,BAPG
1/19/2020,4,W20,BAPG
1/20/2020,4,W20,BAPG
1/21/2020,4,W20,BAPG
1/22/2020,4,W20,BAPG
1/23/2020,4,W20,BAPG
1/24/2020,4,W20,BAPG
1/25/2020,4,W20,BAPG
1/26/2020,4,W20,BAPG
1/27/2020,4,W20,BAPG
1/28/2020,4,W20,BAPG
1/29/2020,4,W20,BAPG
1/30/2020,4,W20,BAPG
1/31/2020,4,W20,BAPG
2/1/2020,4,W20,BAPG
2/2/2020,4,W20,BAPG
2/3/2020,4,W20,BAPG
2/4/2020,6,W20,BAPG
2/5/2020,6,W20,BAPG
2/6/2020,4,W20,BAPG
2/7/2020,4,W20,BAPG
9/10/2019,7,F19,CAGC
9/11/2019,5,F19,CAGC
9/12/2019,4,F19,CAGC
9/13/2019,12,F19,CAGC
9/14/2019,10,F19,CAGC
9/15/2019,12,F19,CAGC
9/16/2019,9,F19,CAGC
9/17/2019,7,F19,CAGC
9/18/2019,7,F19,CAGC
9/19/2019,8,F19,CAGC
9/20/2019,1,F19,CAGC
9/21/2019,0,F19,CAGC
9/22/2019,6,F19,CAGC
9/23/2019,11,F19,CAGC
9/24/2019,10,F19,CAGC
9/25/2019,7,F19,CAGC
9/26/2019,8,F19,CAGC
9/27/2019,10,F19,CAGC
9/28/2019,3,F19,CAGC
9/29/2019,13,F19,CAGC
9/30/2019,10,F19,CAGC
10/1/2019,10,F19,CAGC
10/2/2019,3,F19,CAGC
10/3/2019,6,F19,CAGC
10/4/2019,0,F19,CAGC
10/5/2019,10,F19,CAGC
10/6/2019,6,F19,CAGC
10/7/2019,15,F19,CAGC
10/8/2019,5,F19,CAGC
10/9/2019,10,F19,CAGC
10/10/2019,5,F19,CAGC
10/11/2019,7,F19,CAGC
10/12/2019,10,F19,CAGC
10/13/2019,7,F19,CAGC
10/14/2019,8,F19,CAGC
10/15/2019,6,F19,CAGC
10/16/2019,6,F19,CAGC
10/17/2019,4,F19,CAGC
10/18/2019,4,F19,CAGC
10/19/2019,1,F19,CAGC
10/20/2019,1,F19,CAGC
10/21/2019,3,F19,CAGC
10/22/2019,4,F19,CAGC
10/23/2019,6,F19,CAGC
10/24/2019,3,F19,CAGC
10/25/2019,3,F19,CAGC
10/26/2019,6,F19,CAGC
10/27/2018,10,F19,CAGC
10/28/2019,7,F19,CAGC
10/29/2019,4,F19,CAGC
10/30/2019,10,F19,CAGC
10/31/2019,4,F19,CAGC
11/1/2019,5,F19,CAGC
11/2/2019,5,F19,CAGC
11/3/2019,7,F19,CAGC
11/4/2019,6,F19,CAGC
11/5/2019,5,F19,CAGC
11/6/2019,5,F19,CAGC
11/7/2019,4,F19,CAGC
11/8/2019,4,F19,CAGC
11/9/2019,8,F19,CAGC
11/10/2019,4,F19,CAGC
1/7/2020,0,W20,CAGC
1/8/2020,1,W20,CAGC
1/9/2020,0,W20,CAGC
1/10/2020,1,W20,CAGC
1/11/2020,0,W20,CAGC
1/12/2020,3,W20,CAGC
1/13/2020,2,W20,CAGC
1/14/2020,1,W20,CAGC
1/15/2020,3,W20,CAGC
1/16/2020,1,W20,CAGC
1/17/2020,2,W20,CAGC
1/18/2020,3,W20,CAGC
1/19/2020,8,W20,CAGC
1/20/2020,6,W20,CAGC
1/21/2020,5,W20,CAGC
1/22/2020,6,W20,CAGC
1/23/2020,6,W20,CAGC
1/24/2020,4,W20,CAGC
1/25/2020,4,W20,CAGC
1/26/2020,6,W20,CAGC
1/27/2020,5,W20,CAGC
1/28/2020,5,W20,CAGC
1/29/2020,2,W20,CAGC
1/30/2020,2,W20,CAGC
1/31/2020,4,W20,CAGC
2/1/2020,5,W20,CAGC
2/2/2020,0,W20,CAGC
2/3/2020,3,W20,CAGC
2/4/2020,4,W20,CAGC
2/5/2020,2,W20,CAGC
2/6/2020,4,W20,CAGC
2/7/2020,6,W20,CAGC
9/10/2019,3,F19,BAPG
9/11/2019,5,F19,BAPG
9/12/2019,3,F19,BAPG
9/13/2019,3,F19,BAPG
9/14/2019,3,F19,BAPG
9/15/2019,3,F19,BAPG
9/16/2019,8,F19,BAPG
9/17/2019,3,F19,BAPG
9/18/2019,3,F19,BAPG
9/19/2019,0,F19,BAPG
9/20/2019,8,F19,BAPG
9/21/2019,3,F19,BAPG
9/22/2019,3,F19,BAPG
9/23/2019,2,F19,BAPG
9/24/2019,2,F19,BAPG
9/25/2019,3,F19,BAPG
9/26/2019,2,F19,BAPG
9/27/2019,2,F19,BAPG
9/28/2019,0,F19,BAPG
9/29/2019,3,F19,BAPG
9/30/2019,2,F19,BAPG
10/1/2019,2,F19,BAPG
10/2/2019,3,F19,BAPG
10/3/2019,2,F19,BAPG
10/4/2019,6,F19,BAPG
10/5/2019,6,F19,BAPG
10/6/2019,4,F19,BAPG
10/7/2019,3,F19,BAPG
10/8/2019,4,F19,BAPG
10/9/2019,2,F19,BAPG
10/10/2019,3,F19,BAPG
10/11/2019,0,F19,BAPG
10/12/2019,3,F19,BAPG
10/13/2019,4,F19,BAPG
10/14/2019,3,F19,BAPG
10/15/2019,4,F19,BAPG
10/16/2019,3,F19,BAPG
10/18/2019,2,F19,BAPG
10/19/2019,2,F19,BAPG
10/20/2019,0,F19,BAPG
10/21/2019,6,F19,BAPG
10/22/2019,7,F19,BAPG
10/23/2019,2,F19,BAPG
10/24/2019,0,F19,BAPG
10/25/2019,0,F19,BAPG
10/26/2016,0,F19,BAPG
10/27/2019,5,F19,BAPG
10/28/2019,6,F19,BAPG
10/29/2019,4,F19,BAPG
10/30/2019,0,F19,BAPG
10/31/2019,2,F19,BAPG
1/7/2020,2,W20,BAPG
1/8/2020,0,W20,BAPG
1/9/2020,0,W20,BAPG
1/10/2020,0,W20,BAPG
1/11/2020,4,W20,BAPG
1/12/2020,0,W20,BAPG
1/13/2020,2,W20,BAPG
1/14/2020,0,W20,BAPG
1/15/2020,2,W20,BAPG
1/16/2020,0,W20,BAPG
1/17/2020,2,W20,BAPG
1/18/2020,4,W20,BAPG
1/19/2020,3,W20,BAPG
1/20/2020,2,W20,BAPG
1/21/2020,3,W20,BAPG
1/22/2020,0,W20,BAPG
1/23/2020,0,W20,BAPG
1/24/2020,0,W20,BAPG
1/25/2020,0,W20,BAPG
1/26/2020,4,W20,BAPG
1/27/2020,4,W20,BAPG
1/28/2020,4,W20,BAPG
1/29/2020,4,W20,BAPG
1/30/2020,4,W20,BAPG
1/31/2020,4,W20,BAPG
2/1/2020,5,W20,BAPG
2/2/2020,4,W20,BAPG
2/3/2020,3,W20,BAPG
2/4/2020,2,W20,BAPG
2/5/2020,3,W20,BAPG
2/6/2020,0,W20,BAPG
2/7/2020,2,W20,BAPG
2/8/2020,4,W20,BAPG
2/9/2020,3,W20,BAPG
9/8/2021,6,F21,BAPG
9/9/2021,8,F21,BAPG
9/10/2021,5,F21,BAPG
9/11/2021,0,F21,BAPG
9/12/2021,0,F21,BAPG
9/13/2021,5,F21,BAPG
9/14/2021,6,F21,BAPG
9/15/2021,5,F21,BAPG
9/16/2021,4,F21,BAPG
9/17/2021,4,F21,BAPG
9/18/2021,0,F21,BAPG
9/19/2021,0,F21,BAPG
9/20/2021,5,F21,BAPG
9/21/2021,6,F21,BAPG
9/22/2021,5,F21,BAPG
9/23/2021,5,F21,BAPG
9/24/2021,2,F21,BAPG
9/25/2021,6,F21,BAPG
9/26/2021,6,F21,BAPG
9/27/2021,6,F21,BAPG
9/28/2021,3,F21,BAPG
9/29/2021,4,F21,BAPG
9/30/2021,5,F21,BAPG
10/1/2021,3,F21,BAPG
10/2/2021,5,F21,BAPG
10/3/2021,6,F21,BAPG
10/4/2021,2,F21,BAPG
10/5/2021,1,F21,BAPG
10/6/2021,4,F21,BAPG
10/7/2021,6,F21,BAPG
10/8/2021,4,F21,BAPG
10/9/2021,2,F21,BAPG
10/10/2021,4,F21,BAPG
10/11/2021,5,F21,BAPG
10/12/2021,5,F21,BAPG
10/13/2021,3,F21,BAPG
10/14/2021,6,F21,BAPG
10/15/2021,8,F21,BAPG
10/16/2021,5,F21,BAPG
10/17/2021,0,F21,BAPG
10/18/2021,0,F21,BAPG
10/19/2021,5,F21,BAPG
10/20/2021,6,F21,BAPG
10/21/2021,5,F21,BAPG
10/22/2021,4,F21,BAPG
10/23/2021,4,F21,BAPG
10/24/2021,0,F21,BAPG
10/25/2021,0,F21,BAPG
10/26/2021,5,F21,BAPG
10/27/2021,6,F21,BAPG
10/28/2021,5,F21,BAPG
10/29/2021,5,F21,BAPG
10/30/2021,2,F21,BAPG
10/31/2021,6,F21,BAPG
11/1/2021,6,F21,BAPG
11/2/2021,6,F21,BAPG
11/3/2021,3,F21,BAPG
11/4/2021,4,F21,BAPG
11/5/2021,5,F21,BAPG
11/6/2021,3,F21,BAPG
11/7/2021,5,F21,BAPG
11/8/2021,6,F21,BAPG
11/9/2021,4,F21,BAPG
11/10/2021,6,F21,BAPG
11/11/2021,4,F21,BAPG
11/12/2021,2,F21,BAPG
11/13/2021,4,F21,BAPG
11/14/2021,5,F21,BAPG
11/15/2021,0,F21,BAPG
11/16/2021,5,F21,BAPG
11/17/2021,6,F21,BAPG
11/18/2021,5,F21,BAPG
11/19/2021,5,F21,BAPG
11/20/2021,6,F21,BAPG
11/21/2021,4,F21,BAPG
11/22/2021,2,F21,BAPG
11/23/2021,4,F21,BAPG
11/24/2021,4,F21,BAPG
11/25/2021,0,F21,BAPG
11/26/2021,0,F21,BAPG
11/27/2021,5,F21,BAPG
11/28/2021,4,F21,BAPG
11/29/2021,5,F21,BAPG
11/30/2021,5,F21,BAPG
1/11/2022,2,W22,BAPG
1/12/2022,4,W22,BAPG
1/13/2022,1,W22,BAPG
1/14/2022,2,W22,BAPG
1/15/2022,3,W22,BAPG
1/16/2022,3,W22,BAPG
1/17/2022,4,W22,BAPG
1/18/2022,4,W22,BAPG
1/19/2022,2,W22,BAPG
1/20/2022,2,W22,BAPG
1/21/2022,2,W22,BAPG
1/22/2022,2,W22,BAPG
1/23/2022,2,W22,BAPG
1/24/2022,3,W22,BAPG
1/25/2022,6,W22,BAPG
1/26/2022,6,W22,BAPG
1/27/2022,4,W22,BAPG
1/28/2022,6,W22,BAPG
1/29/2022,5,W22,BAPG
1/30/2022,6,W22,BAPG
1/31/2022,6,W22,BAPG
2/1/2022,4,W22,BAPG
2/2/2022,5,W22,BAPG
2/3/2022,4,W22,BAPG
2/4/2022,5,W22,BAPG
2/5/2022,0,W22,BAPG
2/6/2022,0,W22,BAPG
2/7/2022,5,W22,BAPG
2/8/2022,2,W22,BAPG
2/9/2022,3,W22,BAPG
2/10/2022,6,W22,BAPG
2/11/2022,6,W22,BAPG
2/12/2022,4,W22,BAPG
2/13/2022,6,W22,BAPG
2/14/2022,5,W22,BAPG
2/15/2022,4,W22,BAPG
2/16/2022,6,W22,BAPG
2/17/2022,2,W22,BAPG
2/18/2022,3,W22,BAPG
2/19/2022,6,W22,BAPG
2/20/2022,6,W22,BAPG
2/21/2022,4,W22,BAPG
9/10/2021,2,F21,BAPG
9/11/2021,3,F21,BAPG
9/12/2021,1,F21,BAPG
9/13/2021,2,F21,BAPG
9/14/2021,3,F21,BAPG
9/15/2021,1,F21,BAPG
9/16/2021,2,F21,BAPG
9/17/2021,3,F21,BAPG
9/18/2021,4,F21,BAPG
9/19/2021,3,F21,BAPG
9/20/2021,1,F21,BAPG
9/21/2021,3,F21,BAPG
9/22/2021,2,F21,BAPG
9/23/2021,2,F21,BAPG
9/24/2021,3,F21,BAPG
9/25/2021,4,F21,BAPG
9/26/2021,2,F21,BAPG
9/27/2021,2,F21,BAPG
9/28/2021,3,F21,BAPG
9/29/2021,1,F21,BAPG
9/30/2021,2,F21,BAPG
10/1/2021,2,F21,BAPG
10/2/2021,4,F21,BAPG
10/3/2021,2,F21,BAPG
10/4/2021,2,F21,BAPG
10/5/2021,1,F21,BAPG
10/6/2021,1,F21,BAPG
10/7/2021,2,F21,BAPG
10/8/2021,3,F21,BAPG
10/9/2021,2,F21,BAPG
10/10/2021,1,F21,BAPG
10/11/2021,3,F21,BAPG
10/12/2021,2,F21,BAPG
10/13/2021,1,F21,BAPG
10/14/2021,1,F21,BAPG
10/15/2021,2,F21,BAPG
10/16/2021,0,F21,BAPG
10/17/2021,0,F21,BAPG
10/18/2021,2,F21,BAPG
10/19/2021,2,F21,BAPG
10/20/2021,2,F21,BAPG
10/21/2021,2,F21,BAPG
10/22/2021,1,F21,BAPG
10/23/2021,0,F21,BAPG
10/24/2021,0,F21,BAPG
10/25/2021,3,F21,BAPG
10/26/2021,2,F21,BAPG
10/27/2021,0,F21,BAPG
10/28/2021,0,F21,BAPG
10/29/2021,0,F21,BAPG
10/30/2021,0,F21,BAPG
10/31/2021,5,F21,BAPG
11/1/2021,0,F21,BAPG
11/2/2021,0,F21,BAPG
11/3/2021,5,F21,BAPG
11/4/2021,6,F21,BAPG
11/5/2021,5,F21,BAPG
11/6/2021,4,F21,BAPG
11/7/2021,5,F21,BAPG
11/8/2021,2,F21,BAPG
11/9/2021,2,F21,BAPG
11/10/2021,1,F21,BAPG
11/11/2021,1,F21,BAPG
11/12/2021,2,F21,BAPG
11/13/2021,0,F21,BAPG
11/14/2021,0,F21,BAPG
11/15/2021,0,F21,BAPG
11/16/2021,2,F21,BAPG
11/17/2021,2,F21,BAPG
11/18/2021,2,F21,BAPG
11/19/2021,1,F21,BAPG
11/20/2021,1,F21,BAPG
11/21/2021,0,F21,BAPG
11/22/2021,2,F21,BAPG
11/23/2021,0,F21,BAPG
11/24/2021,0,F21,BAPG
11/25/2021,2,F21,BAPG
11/26/2021,2,F21,BAPG
11/27/2021,2,F21,BAPG
11/28/2021,0,F21,BAPG
11/29/2021,0,F21,BAPG
11/30/2021,1,F21,BAPG
12/1/2021,0,F21,BAPG
12/2/2021,5,F21,BAPG
12/3/2021,7,F21,BAPG
12/4/2021,5,F21,BAPG
12/5/2021,3,F21,BAPG
12/6/2021,1,F21,BAPG
12/7/2021,1,F21,BAPG
12/8/2021,0,F21,BAPG
1/10/2022,2,W22,BAPG
1/11/2022,3,W22,BAPG
1/12/2022,2,W22,BAPG
1/13/2022,2,W22,BAPG
1/14/2022,6,W22,BAPG
1/15/2022,4,W22,BAPG
1/16/2022,4,W22,BAPG
1/17/2022,3,W22,BAPG
1/18/2022,4,W22,BAPG
1/19/2022,3,W22,BAPG
1/20/2022,1,W22,BAPG
1/21/2022,3,W22,BAPG
1/22/2022,2,W22,BAPG
1/23/2022,2,W22,BAPG
1/24/2022,3,W22,BAPG
1/25/2022,1,W22,BAPG
1/26/2022,1,W22,BAPG
1/27/2022,2,W22,BAPG
1/28/2022,0,W22,BAPG
1/29/2022,0,W22,BAPG
1/30/2022,0,W22,BAPG
1/31/2022,2,W22,BAPG
2/1/2022,3,W22,BAPG
2/2/2022,3,W22,BAPG
2/3/2022,2,W22,BAPG
2/4/2022,0,W22,BAPG
2/5/2022,0,W22,BAPG
2/6/2022,2,W22,BAPG
2/7/2022,2,W22,BAPG
2/8/2022,2,W22,BAPG
2/9/2022,2,W22,BAPG
2/10/2022,1,W22,BAPG
2/11/2022,1,W22,BAPG
2/12/2022,2,W22,BAPG
2/13/2022,0,W22,BAPG
2/14/2022,0,W22,BAPG
2/15/2022,3,W22,BAPG
2/16/2022,3,W22,BAPG
2/17/2022,3,W22,BAPG
2/18/2022,1,W22,BAPG
2/19/2022,3,W22,BAPG
9/10/2021,5,F21,BAPG
9/11/2021,2,F21,BAPG
9/12/2021,3,F21,BAPG
9/13/2021,2,F21,BAPG
9/14/2021,3,F21,BAPG
9/15/2021,3,F21,BAPG
9/16/2021,4,F21,BAPG
9/17/2021,4,F21,BAPG
9/18/2021,4,F21,BAPG
